Time,X,Y,Z,A,B,C,S,T
16.584,882.460693,-205.56105,433.439758,-65.416344,-1.338968,179.921692,2,2
16.596,880.237427,-201.544708,434.076843,-65.861076,-1.298931,179.899475,2,2
16.608,877.942505,-197.398804,434.734467,-66.320137,-1.257522,179.87619,2,2
16.62,875.575806,-193.123322,435.412628,-66.793526,-1.214735,179.851852,2,2
16.632,873.13739,-188.718277,436.111359,-67.28125,-1.170566,179.826401,2,2
16.644,870.627258,-184.183655,436.830597,-67.783302,-1.125012,179.79982,2,2
16.656,868.04541,-179.519455,437.570404,-68.29969,-1.078068,179.772049,2,2
16.668,865.391846,-174.725693,438.33075,-68.830399,-1.029732,179.743073,2,2
16.68,862.666565,-169.802368,439.111633,-69.375435,-0.979999,179.71286,2,2
16.692,859.869568,-164.749466,439.913025,-69.934799,-0.928868,179.681351,2,2
16.704,857.000854,-159.567001,440.734985,-70.508499,-0.876337,179.648514,2,2
16.716,854.060425,-154.254974,441.577454,-71.096519,-0.822405,179.614319,2,2
16.728,851.048279,-148.81337,442.440491,-71.698868,-0.767071,179.57872,2,2
16.74,847.964478,-143.242218,443.324005,-72.315544,-0.710336,179.541687,2,2
16.752,844.808899,-137.541504,444.228088,-72.946548,-0.6522,179.503143,2,2
16.764,841.581604,-131.711227,445.152649,-73.591873,-0.592665,179.463074,2,2
16.776,838.284424,-125.75489,446.097168,-74.25116,-0.531773,179.421448,2,2
16.788,834.931946,-119.700813,447.056915,-74.921333,-0.469831,179.378387,2,2
16.8,831.541382,-113.582008,448.026428,-75.598816,-0.407196,179.334076,2,2
16.812,828.130249,-107.431252,449.000397,-76.280014,-0.34422,179.288727,2,2
16.824,824.71637,-101.281044,449.973633,-76.961349,-0.281245,179.242538,2,2
16.836,821.31781,-95.163651,450.941101,-77.639236,-0.218605,179.195786,2,2
16.848,817.953003,-89.111038,451.897858,-78.310097,-0.156628,179.148743,2,2
16.86,814.640564,-83.154953,452.839111,-78.970345,-0.095632,179.1017,2,2
16.872,811.397278,-77.323616,453.760651,-79.616768,-0.0359,179.054962,2,2
16.884,808.225891,-71.621635,454.661743,-80.248856,0.022515,179.008591,2,2
16.896,805.126465,-66.049019,455.542389,-80.8666,0.079608,178.962646,2,2
16.908,802.098999,-60.605755,456.402618,-81.470009,0.13537,178.917175,2,2
16.92,799.143494,-55.291847,457.242432,-82.059074,0.189796,178.872223,2,2
16.932,796.259888,-50.107288,458.061829,-82.633812,0.242883,178.82782,2,10
16.944,793.448242,-45.052078,458.860779,-83.194206,0.294625,178.783997,2,10
16.956,790.708496,-40.126221,459.639313,-83.740265,0.34502,178.740814,2,10
16.968,788.04071,-35.329708,460.3974,-84.271996,0.394064,178.698288,2,10
16.98,785.444885,-30.662544,461.135071,-84.789383,0.441757,178.656479,2,10
16.992,782.920959,-26.124725,461.852325,-85.292442,0.488096,178.615417,2,10
17.004,780.468994,-21.716251,462.549164,-85.781166,0.533081,178.575119,2,10
17.016,778.088928,-17.437122,463.225555,-86.255554,0.576712,178.535645,2,10
17.028,775.780823,-13.287338,463.8815,-86.715614,0.618988,178.497009,2,10
17.04,773.544678,-9.266899,464.517059,-87.161331,0.659911,178.459259,2,10
17.052,771.380432,-5.375803,465.132141,-87.59272,0.699482,178.422409,2,10
17.064,769.288147,-1.614052,465.726807,-88.009773,0.737701,178.386505,2,10
17.076,767.267761,2.018354,466.301056,-88.412491,0.77457,178.351563,2,10
17.088,765.319336,5.521417,466.854858,-88.80088,0.810092,178.317627,2,11
17.1,763.44281,8.895135,467.388245,-89.174927,0.844269,178.284698,2,11
17.112,761.638306,12.139507,467.901154,-89.534645,0.877102,178.252838,2,11
17.124,759.905701,15.254536,468.393677,-89.88002,0.908596,178.222031,2,11
17.136,758.244995,18.240219,468.865723,-90.21106,0.938751,178.192337,2,11
17.148,756.65625,21.096556,469.317352,-90.527763,0.967571,178.163757,2,11
17.16,755.139465,23.823547,469.748505,-90.830132,0.99506,178.136337,2,11
17.172,753.69458,26.421192,470.159241,-91.118164,1.02122,178.110062,2,11
17.184,752.321716,28.88949,470.54953,-91.391853,1.046054,178.084976,2,11
17.196,751.020691,31.228443,470.919373,-91.651207,1.069564,178.061096,2,11
17.208,749.791687,33.438049,471.268799,-91.896217,1.091755,178.038452,2,11
17.22,748.634583,35.518307,471.597748,-92.126892,1.11263,178.017029,2,11
17.232,747.549438,37.469215,471.90625,-92.343224,1.13219,177.996857,2,11
17.244,746.536255,39.290775,472.194305,-92.545212,1.150439,177.977966,2,11
17.256,745.595032,40.98299,472.461914,-92.732864,1.167379,177.960358,2,11
17.268,744.725708,42.545856,472.709045,-92.906174,1.183014,177.944046,2,11
17.28,743.928345,43.97937,472.93576,-93.06514,1.197345,177.929031,2,11
17.292,743.202942,45.283539,473.141998,-93.209763,1.210375,177.915344,2,11
17.304,742.549438,46.458355,473.327789,-93.340042,1.222107,177.902985,2,11
17.316,741.967896,47.503822,473.493134,-93.455978,1.232541,177.891968,2,11
17.328,741.458374,48.419941,473.638031,-93.557571,1.241681,177.882294,2,11
17.34,741.020691,49.206711,473.762451,-93.644821,1.249527,177.873978,2,11
17.352,740.655029,49.864128,473.866425,-93.717728,1.25608,177.867004,2,11
17.364,740.361328,50.392193,473.949951,-93.776291,1.261343,177.861404,2,11
17.376,740.135742,50.797729,474.014099,-93.821266,1.265384,177.857101,2,11
17.388,739.969421,51.096855,474.061401,-93.854431,1.268365,177.853928,2,11
17.4,739.853333,51.305737,474.094452,-93.877594,1.270446,177.851715,2,11
17.412,739.778442,51.440529,474.115784,-93.892532,1.271789,177.850281,2,11
17.424,739.735779,51.517384,474.12796,-93.901054,1.272555,177.849472,2,11
17.436,739.716309,51.552467,474.133514,-93.904945,1.272905,177.849106,2,11
17.448,739.71106,51.561947,474.13501,-93.905991,1.272999,177.848999,2,11
17.46,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.472,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.484,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.496,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.508,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.52,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
17.532,739.710999,51.562,474.13501,-93.905998,1.273,177.848999,2,11
